,Original Review,Opinion Words,Maximum scored Opinion Words,Final Opnion Words,Average,Reviewer Rating,Calculated rating
245,it works great and came at the right time you can never have enough chargers for every where lol thanks,"[('came', 0.0), ('great', 0.8), ('right', 0.2857142857142857)]","[('great', 0.8)]","[('great', 0.8), ('right', 0.2857142857142857)]",[0.36190476190476195],Positive,Positive
246,These were really inexpensive and they work just like I wanted them to.There have been no problems so far,"[('like', 0.0), ('work', 0.0), ('expensive', -0.5), ('wanted', 0.0), ('really', 0.2)]","[('expensive', 0.5)]","[('expensive', -0.5), ('really', 0.2)]",[-0.099999999999999992],Positive,Negative
247,"It was what I expected to be and works fine, thought it might have been a larger gauge of wire?","[('gauge', 0.0), ('fine', 0.4166666666666667), ('wire', 0.0), ('expected', -0.1)]","[('fine', 0.4166666666666667)]","[('fine', 0.4166666666666667)]",[0.20833333333333334],Positive,Positive
248,do you need to charge your phone? so you need to transfer data? then boy oh boy this cable does that.,"[('cable', 0.0), ('charge', 0.0), ('boy', 0.0), ('need', 0.0), ('transfer', 0.0)]","[('fine', 0)]",[],[0.0],Positive,Negative
249,"Works fine IF you do not move the phone.  If you handle the phone, the plug works its way out within two or three minutes.  This despite a relatively stiff fit.  Note that the cord that came with the phone plugs in smoothly and securely.  That is my general-use cord now; this one is relegated to overnight charging where the phone is not being used.","[('note', 0.0), ('way', 0.0), ('used', 0.0), ('fit', 0.4), ('handle', 0.0), ('general', 0.05000000000000002), ('plug', 0.0), ('move', 0.0), ('came', 0.0), ('fine', 0.4166666666666667), ('use', 0.0)]","[('fine', 0.4166666666666667)]","[('fine', 0.4166666666666667), ('fit', 0.4)]",[0.2722222222222222],Negative,Positive
250,Disappointed at how cheap they are and doubt they were designed for newer devices.  They are also veryery short.  Took a long time to ship.  Specifically purchased due to the ad saying they were for Samsung Galaxy devices.  It did not work in my S4.  They require a good charger a d one that is newer and better.,"[('require', 0.0), ('samson', 0.0), ('short', 0.0), ('galaxy', 0.0), ('cheap', 0.4), ('designed', 0.0), ('charge', 0.0), ('long', -0.05), ('disappointed', -0.75), ('work', 0.0), ('good', 0.7), ('better', 0.5), ('purchased', 0.0), ('due', -0.125)]","[('disappointed', 0.75)]","[('cheap', 0.4), ('disappointed', -0.75), ('good', 0.7), ('better', 0.5), ('long', -0.05)]",[0.13333333333333333],Negative,Positive
251,damaged charger. when i recieved it the charger had a short in it. i had to wiggle the cord for my phone to charge.,"[('short', 0.0), ('charge', 0.0), ('received', 0.0)]","[('disappointed', 0)]",[],[0.0],Negative,Negative
252,It Works perfect. It charges my phone pretty quickly and it is great that it retracts. No problems with this charger.,"[('quickly', 0.3333333333333333), ('great', 0.8), ('charge', 0.0), ('perfect', 1.0)]","[('perfect', 1.0)]","[('quickly', 0.3333333333333333), ('great', 0.8), ('perfect', 1.0)]",[0.53333333333333333],Positive,Positive
253,"This is an excellent divice, I have order several within 6 months for family and friends who wanted to take mine. Love it!","[('take', 0.0), ('love', 0.5), ('order', 0.0), ('excellent', 1.0), ('wanted', 0.0)]","[('excellent', 1.0)]","[('excellent', 1.0), ('love', 0.5)]",[0.5],Positive,Positive
254,"This charger does not work veryery well. When plugged in, it shows that it is charging, but after ten minutes I am lucky to get 1% more on my battery. I only use it now if my battery is low and I want to keep it from getting lower...that is really all it is good for.","[('plugged', 0.0), ('want', 0.0), ('well', 0.0), ('get', 0.0), ('low', 0.0), ('keep', 0.0), ('charge', 0.0), ('work', 0.0), ('lucky', 0.3333333333333333), ('good', 0.7), ('really', 0.2), ('use', 0.0)]","[('good', 0.7)]","[('good', 0.7), ('really', 0.2)]",[0.29999999999999999],Negative,Positive
255,"I was pretty upset to find that one day it stopped charging my phone, right in the middle of a long trip. FFFFFFUUUUUUU...","[('upset', 0.0), ('find', 0.0), ('long', -0.05), ('right', 0.2857142857142857)]","[('right', 0.2857142857142857)]","[('right', 0.2857142857142857), ('long', -0.05)]",[0.07857142857142857],Negative,Negative
256,I really like this charger and not having the cord hanging around all the time when it is not necessary.  Item was received quickly and was as seller stated. The cord retracts in a snap when I am done with it. It also pulls out to whatever length so that I can just pull it out a short way to plug my phone in and the cord is not everywhere. I recommend it!,"[('received', 0.0), ('snap', 0.0), ('short', 0.0), ('quickly', 0.3333333333333333), ('way', 0.0), ('necessary', 0.0), ('like', 0.0), ('charge', 0.0), ('plug', 0.0), ('pull', 0.0), ('really', 0.2)]","[('quickly', 0.3333333333333333)]","[('quickly', 0.3333333333333333), ('really', 0.2)]",[0.17777777777777778],Positive,Positive
257,"It works, that is about all that can be said for it. It charges my Galaxy fine, but cord does not retract. Mine came with a busted spring. Cheap enough I do not care, not worth the shipping to return. It charges, I suppose that is all that matters","[('return', 0.0), ('retract', 0.0), ('said', 0.0), ('galaxy', 0.0), ('cheap', 0.4), ('suppose', 0.0), ('came', 0.0), ('fine', 0.4166666666666667), ('worth', 0.3), ('care', 0.0), ('spring', 0.0)]","[('fine', 0.4166666666666667)]","[('cheap', 0.4), ('fine', 0.4166666666666667), ('worth', 0.3)]",[0.27916666666666667],Negative,Positive
258,"Looking at the price, I ordered 2 of these.It served the purpose initially. But in few months one of them stopped working.that is 50% hit rate. Though, I do not what is the life for the other charger.","[('purpose', 0.0), ('hit', 0.0), ('price', 0.0), ('rate', 0.0), ('charge', 0.0), ('ordered', 0.0)]","[('fine', 0)]",[],[0.0],Negative,Negative
259,"Initially it is a great charger at a great price. However, I have been through 2 now and they tend to not last veryery long. For the price though I guess it is still not a bad deal.","[('bad', -0.6999999999999998), ('price', 0.0), ('charge', 0.0), ('deal', 0.0), ('long', -0.05), ('guess', 0.0), ('last', 0.0), ('great', 0.8)]","[('great', 0.8)]","[('bad', -0.6999999999999998), ('great', 0.8), ('long', -0.05)]",[0.012500000000000049],Negative,Negative
260,"love it for moving from car to car.  great for a mobile person. can pack in brief case or backpack when travel, without worry about cord hanging or wrapping.","[('person', 0.0), ('love', 0.5), ('travel', 0.0), ('worry', 0.0), ('brief', 0.0), ('great', 0.8), ('mobile', 0.0)]","[('great', 0.8)]","[('great', 0.8), ('love', 0.5)]",[0.43333333333333335],Positive,Positive
261,"The charger works fine.  It was a great veryalue considering how much they cost in stores.  However, it does not retract at all.","[('retract', 0.0), ('great', 0.8), ('cost', 0.0), ('much', 0.2), ('charge', 0.0), ('fine', 0.4166666666666667), ('veryalue', 0.0)]","[('great', 0.8)]","[('fine', 0.4166666666666667), ('great', 0.8)]",[0.40555555555555561],Negative,Positive
262,"The plug fits and it charges my Captivate, it felt rather snug. The ""retractable""-ness of this charger is anything but. Plain ol' does not work. I literally took it out of the package, and the first time I pulled the cord out - did not yank, tug, or otherwise forcefully pull it - about 10 inches and hit the retract button to test it out and it retracted about 2 inches of it. I pulled it out further, retracted about 4 or so inches of it. Bottom line was that after messing with it and *feeding* it back into the charger veryersus it retracting itself automatically when depressing the retract button, it took a few minutes to get the plug retracted so that only a few inches of cable was still hanging out of the charger and that was the best I could get. The cable would only automatically retract 2-4 inches at any given length. The main reason I wanted this was for the ""retractability"" since I hate having cables dangling around.Working on getting a refund for this item now.","[('get', 0.0), ('best', 1.0), ('bank', 0.0), ('given', 0.0), ('button', 0.0), ('wanted', 0.0), ('work', 0.0), ('pull', 0.0), ('hit', 0.0), ('tug', 0.0), ('cable', 0.0), ('line', 0.0), ('plug', 0.0), ('intractable', 0.0), ('felt', 0.0), ('first', 0.25), ('retract', 0.0), ('back', 0.0), ('plain', -0.21428571428571427), ('reason', 0.0), ('pulled', 0.0), ('charge', 0.0), ('refund', 0.0), ('test', 0.0)]","[('best', 1.0)]","[('best', 1.0), ('first', 0.25), ('plain', -0.21428571428571427)]",[0.25892857142857145],Negative,Positive
263,I have used this for almost 2 years now and it JUST NOW broke. But I can still used it. The button that retracts it just got loose so it does not latch anymore.,"[('button', 0.0), ('got', 0.0), ('used', 0.0), ('latch', 0.0), ('almost', 0.0)]","[('best', 0)]",[],[0.0],Positive,Negative
264,"took longer than expected to be delivered but over all satisfied with the charger. the retractable cord is just long enough to reach the cup holder in my truck where i usually put my phone. down side, ive already got 2 welps on my arm from retracting the cord! be careful! haha.","[('reach', 0.0), ('side', 0.0), ('got', 0.0), ('put', 0.0), ('charge', 0.0), ('satisfied', 0.5), ('long', -0.05), ('intractable', 0.0), ('give', 0.0), ('expected', -0.1)]","[('satisfied', 0.5)]","[('long', -0.05), ('satisfied', 0.5)]",[0.14999999999999999],Positive,Positive
265,was somewhat concerned after reading some of the reviews. Price was great so I bought extras just in case. Quality seems great. Cord not quite as flimsy as expected from other comments. Love not having the cords getting tangled in car,"[('concerned', 0.0), ('love', 0.5), ('price', 0.0), ('tangled', 0.0), ('extra', 0.0), ('quality', 0.0), ('bought', 0.0), ('great', 0.8), ('expected', -0.1)]","[('great', 0.8)]","[('great', 0.8), ('love', 0.5)]",[0.43333333333333335],Positive,Positive
266,I love the retractable feature as it hides away so nicely. I does the job just as well as a thick corded device. excellent product.,"[('well', 0.0), ('corded', 0.0), ('love', 0.5), ('thick', -0.30000000000000004), ('device', 0.0), ('excellent', 1.0), ('feature', 0.0), ('intractable', 0.0), ('product', 0.0)]","[('excellent', 1.0)]","[('excellent', 1.0), ('love', 0.5)]",[0.5],Positive,Positive
267,"This works just fine to recharge my Captivate. With some products, it is impossible to get a good tight connection to the phone at the USB end; this one does not have that problem.","[('get', 0.0), ('tight', -0.17857142857142858), ('end', 0.0), ('charge', 0.0), ('good', 0.7), ('fine', 0.4166666666666667), ('impossible', -0.6666666666666666)]","[('good', 0.7)]","[('fine', 0.4166666666666667), ('good', 0.7)]",[0.37222222222222223],Positive,Positive
268,"Item shipped and arrived veryery fast. Item is perfect for my car & phone, veryery compact. Item is as advertise.","[('advertise', 0.0), ('perfect', 1.0), ('fast', 0.2), ('compact', 0.0), ('shipped', 0.0)]","[('perfect', 1.0)]","[('perfect', 1.0), ('fast', 0.2)]",[0.39999999999999997],Positive,Positive
269,Great I gave it to my GF and she loves it.,"[('great', 0.8), ('gave', 0.0)]","[('great', 0.8)]","[('great', 0.8)]",[0.40000000000000002],Positive,Positive
270,"Not much to say, here.  This little charger works well and it was a lot less expensive than Sprint store.","[('little', -0.1875), ('expensive', -0.5), ('well', 0.0), ('lot', 0.0), ('much', 0.2), ('charge', 0.0), ('say', 0.0), ('spring', 0.0)]","[('expensive', 0.5)]","[('little', -0.1875), ('expensive', -0.5)]",[-0.22916666666666666],Positive,Negative
271,"I like how long the cord is with this changer so that I am able to reach the night stand and table from where I plug it in at.  However, I am not a fan of how long it seems to take to charge to full charge, nor how it atomically &#34;stops&#34; charging at certain times on it is own.","[('night', 0.0), ('take', 0.0), ('reach', 0.0), ('certain', 0.21428571428571427), ('like', 0.0), ('able', 0.5), ('full', 0.35), ('charge', 0.0), ('plug', 0.0), ('long', -0.05), ('table', 0.0)]","[('able', 0.5)]","[('able', 0.5), ('full', 0.35), ('certain', 0.21428571428571427), ('long', -0.05)]",[0.20285714285714285],Negative,Positive
272,This is a veryery good charger to keep for travel and as a back up in your house. I use it frequently.,"[('back', 0.0), ('travel', 0.0), ('keep', 0.0), ('charge', 0.0), ('good', 0.7), ('use', 0.0)]","[('good', 0.7)]","[('good', 0.7)]",[0.34999999999999998],Positive,Positive
273,"I was veryery pleased with this item when I got it back so quickly because it was a gift. However, I cannot give a 5 star rating for a product that never worked.","[('back', 0.0), ('quickly', 0.3333333333333333), ('can', 0.0), ('got', 0.0), ('give', 0.0), ('gift', 0.0), ('pleased', 0.5), ('product', 0.0)]","[('pleased', 0.5)]","[('quickly', 0.3333333333333333), ('pleased', 0.5)]",[0.27777777777777773],Negative,Positive
274,"The Phone charger works, it charges the phone. However, while the phone is charging it continually beeps as when the battery is too low.It will not stop beeping while it is charging until the battery reaches a certain percentage.I do not think this is the correct charger to be using on the phone I have.Now I am worried based on other reviewers that the battery may blow on the phone and I will have to replace that too.I would not recommend buying this charger.The charger from my old blackberry works better.","[('old', 0.1), ('stop', 0.0), ('worried', 0.0), ('blow', 0.0), ('certain', 0.21428571428571427), ('low', 0.0), ('charge', 0.0), ('correct', 0.0), ('better', 0.5), ('think', 0.0)]","[('better', 0.5)]","[('certain', 0.21428571428571427), ('better', 0.5)]",[0.23809523809523811],Negative,Positive
275,"I had to replace the cord from the first one I purchased a month ago, but this one is great.","[('first', 0.25), ('purchased', 0.0), ('great', 0.8)]","[('great', 0.8)]","[('first', 0.25), ('great', 0.8)]",[0.35000000000000003],Positive,Positive
276,It works great. It has a longer cord than the one I got with the phone. I would recommend this item.,"[('great', 0.8), ('got', 0.0)]","[('great', 0.8)]","[('great', 0.8)]",[0.40000000000000002],Positive,Positive
277,"When i went to take the charger out of my wallit snapped in half. Lesson learned,cheap things break too quickly.","[('take', 0.0), ('went', 0.0), ('quickly', 0.3333333333333333), ('break', 0.0), ('learned', 0.0), ('cheap', 0.4), ('charge', 0.0)]","[('cheap', 0.4)]","[('cheap', 0.4), ('quickly', 0.3333333333333333)]",[0.24444444444444446],Negative,Positive
278,"This power cord is a great replacement for the standard dual use cord that comes with your phone. By dual use, I mean, the standard cord that comes with your phone is a usb data cable with a dc power plug on the end. Sometimes I am using the phone and just one twist or tug of the line and the cable will disconnect from the dc power supply, which I imagine will cause the data cable to short out over time and also may ruin the battery. Phone companies just got cheap and decided to stop sending phones with a power cable AND a data cable separately, but in the end, you will go out and get yourself a standard power cable...like this one, which is just fine...quality-wise and price-wise. Yep. Oh, and this does have a big red light that comes on once you plug it into the wall, whether your phone is plugged to it or not, so if you are one of those nit picky sleepers that needs a completely dark room to sleep, you stick yourself a small piece of black electrical tape over the light, because it is brighter then you may think.","[('mean', -0.3125), ('get', 0.0), ('big', 0.0), ('short', 0.0), ('wall', 0.0), ('stick', 0.0), ('piece', 0.0), ('electrical', 0.0), ('cheap', 0.4), ('wise', 0.7), ('supply', 0.0), ('dual', 0.0), ('red', 0.0), ('go', 0.0), ('stop', 0.0), ('completely', 0.1), ('price', 0.0), ('black', -0.16666666666666666), ('cause', 0.0), ('dark', -0.15), ('sometimes', 0.0), ('plugged', 0.0), ('tug', 0.0), ('cable', 0.0), ('got', 0.0), ('pick', 0.0), ('line', 0.0), ('plug', 0.0), ('ruin', 0.0), ('fine', 0.4166666666666667), ('small', -0.25), ('imagine', 0.0), ('think', 0.0), ('end', 0.0), ('do', 0.0), ('twist', 0.0), ('like', 0.0), ('quality', 0.0), ('standard', 0.0), ('great', 0.8), ('light', 0.4), ('use', 0.0)]","[('great', 0.8)]","[('small', -0.25), ('cheap', 0.4), ('fine', 0.4166666666666667), ('great', 0.8), ('light', 0.4)]",[0.29444444444444445],Positive,Positive
279,we have had it a month and it is working great. wish the cord was a little longer but it is much longer than the one you get with the phone.,"[('little', -0.1875), ('get', 0.0), ('wish', 0.0), ('much', 0.2), ('great', 0.8)]","[('great', 0.8)]","[('little', -0.1875), ('great', 0.8)]",[0.20416666666666669],Positive,Positive
280,"it works and it works well. i go through chargers pretty quickly so im hoping this one will hold up. so far, so good! the wire is thick and its well put together! as far as im concerned, its well worth the small amount","[('small', -0.25), ('well', 0.0), ('concerned', 0.0), ('quickly', 0.3333333333333333), ('thick', -0.30000000000000004), ('hold', 0.0), ('put', 0.0), ('amount', 0.0), ('wire', 0.0), ('good', 0.7), ('go', 0.0), ('worth', 0.3)]","[('good', 0.7)]","[('quickly', 0.3333333333333333), ('worth', 0.3), ('good', 0.7), ('small', -0.25)]",[0.21666666666666665],Positive,Positive
281,"Thanks for the quick delivery time. And, it actually is a quality note pad! Mom loves it, it was a replacement gift for another brand from another company that did not work, this one is awesome!","[('pad', 0.0), ('note', 0.0), ('quick', 0.3333333333333333), ('quality', 0.0), ('work', 0.0), ('brand', 0.0), ('awesome', 1.0), ('gift', 0.0)]","[('awesome', 1.0)]","[('awesome', 1.0)]",[0.5],Positive,Positive
282,I love that this has a longer cord!  It fits great in my phone!  Very pleased you have it so cheap!  Thanks!,"[('cheap', 0.4), ('great', 0.8), ('pleased', 0.5), ('love', 0.5)]","[('great', 0.8)]","[('cheap', 0.4), ('great', 0.8), ('pleased', 0.5), ('love', 0.5)]",[0.44000000000000006],Positive,Positive
283,"Paid $0.32 for the charger and $2.81 Shipping & Handling.....Yeah, I know the shipping & handling was much more expensive than the charger was but I needed a charger that connected and this one fit nice and snug so I am able to charge my phone while sitting at my desk in my home office at my computer looking for work.....which is an all day job huh?  LOL!  Wow, I wish I could write reviews for a living would not that be nice?  I think the total price of $$3.13 was a great savings compared to how much the retailers that sell the mobile phones charge anywhere from $10-$20.  Ms_Thrifty has done it again!  Stay tune to more reviews, Oh how I love Amazon!","[('anywhere', 0.0), ('wish', 0.0), ('much', 0.2), ('able', 0.5), ('expensive', -0.5), ('price', 0.0), ('nice', 0.6), ('total', 0.0), ('work', 0.0), ('compared', 0.0), ('stay', 0.0), ('mobile', 0.0), ('connected', 0.0), ('love', 0.5), ('needed', 0.0), ('write', 0.0), ('amazon', 0.0), ('fit', 0.4), ('charge', 0.0), ('great', 0.8), ('think', 0.0)]","[('great', 0.8)]","[('love', 0.5), ('fit', 0.4), ('able', 0.5), ('nice', 0.6), ('great', 0.8), ('expensive', -0.5)]",[0.32857142857142857],Positive,Positive
284,Gave this 4 of 5 stars because the cord is waaaaaaay too short. Works well. Charges phone quickly also. Would not buy again however.,"[('well', 0.0), ('short', 0.0), ('quickly', 0.3333333333333333), ('buy', 0.0), ('gave', 0.0)]","[('quickly', 0.3333333333333333)]","[('quickly', 0.3333333333333333)]",[0.16666666666666666],Positive,Positive
285,Its a charger and it works as advertised. It also cam in the mail pretty quickly so I am satasfied with that as well.,"[('well', 0.0), ('can', 0.0), ('quickly', 0.3333333333333333), ('charge', 0.0), ('satisfied', 0.5)]","[('satisfied', 0.5)]","[('quickly', 0.3333333333333333), ('satisfied', 0.5)]",[0.27777777777777773],Positive,Positive
286,"U can never have too many.  Bought this as a spare for purse, home and work.  Now I do not have to worry about forgetting it.","[('spare', 0.0), ('worry', 0.0), ('purse', 0.0), ('bought', 0.0), ('work', 0.0), ('many', 0.5)]","[('many', 0.5)]","[('many', 0.5)]",[0.25],Positive,Positive
287,"Product came really fast, nice long cord, which was great considering factory cord is so short. Worked great til the third day, then I do not know what happened...at the price I did not expect perfection, and at Sellers defense,I have not contacted them..it could easily be my own fault and I have been so busy...even review is late. (Sorry)","[('expect', 0.0), ('review', 0.0), ('perfection', 0.0), ('short', 0.0), ('price', 0.0), ('fast', 0.2), ('nice', 0.6), ('product', 0.0), ('easily', 0.43333333333333335), ('long', -0.05), ('came', 0.0), ('great', 0.8), ('really', 0.2), ('fault', 0.0)]","[('great', 0.8)]","[('fast', 0.2), ('nice', 0.6), ('long', -0.05), ('great', 0.8), ('really', 0.2)]",[0.29166666666666669],Negative,Positive
288,Have this in my office at work for a little extra boost when needed. Nothing fancy just a charger that does what its ment to do.,"[('little', -0.1875), ('boost', 0.0), ('needed', 0.0), ('extra', 0.0), ('charge', 0.0), ('fancy', 0.0), ('work', 0.0)]","[('little', 0.1875)]","[('little', -0.1875)]",[-0.09375],Positive,Negative
289,Bought as gift for my relative and he loves it.....Great job...Would highly recommend this product to all customers.Thank you,"[('great', 0.8), ('gift', 0.0), ('bought', 0.0), ('product', 0.0)]","[('great', 0.8)]","[('great', 0.8)]",[0.40000000000000002],Positive,Positive
290,"Where you mainly use your blue tooth is when you need to be hands on the wheel...driving.If your BT is down on battery charge, this is handy.  I just wish the length of the cord were longer....I already had a plug-in in the charger nearest me....!","[('wheel', 0.0), ('wish', 0.0), ('charge', 0.0), ('plug', 0.0), ('handy', 0.6), ('need', 0.0), ('use', 0.0)]","[('handy', 0.6)]","[('handy', 0.6)]",[0.29999999999999999],Positive,Positive
291,I have used this car charger for the last 2 months. So far all is well. Nice retractable cord. It retracts at the push of a button.,"[('well', 0.0), ('button', 0.0), ('used', 0.0), ('nice', 0.6), ('charge', 0.0), ('intractable', 0.0), ('last', 0.0), ('push', 0.0)]","[('nice', 0.6)]","[('nice', 0.6)]",[0.29999999999999999],Positive,Positive
292,it was the wrong one.The male end does not fit the Iphone 4s .  Once it was pulled out it would not retract,"[('retract', 0.0), ('male', 0.0), ('end', 0.0), ('pulled', 0.0), ('fit', 0.4), ('wrong', -0.5)]","[('wrong', 0.5)]","[('wrong', -0.5), ('fit', 0.4)]",[-0.033333333333333326],Negative,Negative
293,"I have not used this as of yet , however, my wife has without issue.I have the x50 headset and she has the veryoyage, it works on both really well.","[('well', 0.0), ('used', 0.0), ('issue', 0.0), ('yet', 0.0), ('really', 0.2)]","[('really', 0.2)]","[('really', 0.2)]",[0.10000000000000001],Positive,Negative
294,THIS IS A BAD CHARGER IT DOES NOT WORK PROPERLY AND IT HAS A REALLY BAD SHORTAGE. I HATE IT!,"[('bad', -0.6999999999999998), ('charge', 0.0), ('shortage', 0.0), ('work', 0.0), ('really', 0.2)]","[('bad', 0.6999999999999998)]","[('bad', -0.6999999999999998), ('really', 0.2)]",[-0.1666666666666666],Negative,Negative
295,works great for powering my Plantronics BT. i like the retractable cord so it doesnt have a long cord getting in the way. nice and compact and easy to store when not in use,"[('way', 0.0), ('like', 0.0), ('nice', 0.6), ('compact', 0.0), ('intractable', 0.0), ('long', -0.05), ('easy', 0.43333333333333335), ('great', 0.8), ('use', 0.0)]","[('great', 0.8)]","[('nice', 0.6), ('easy', 0.43333333333333335), ('great', 0.8), ('long', -0.05)]",[0.35666666666666663],Positive,Positive
296,good,"[('good', 0.7)]","[('good', 0.7)]","[('good', 0.7)]",[0.34999999999999998],Negative,Positive
297,"I was a bit wary about buying this headset in used condition, but was lured by the half-price price tag when compared to a new headset. I envisioned all sorts of shortcomings, but when it arrived I was astounded at the excellent condition of the headset. It is clean. No scratches. No faded labeling. It looked to be brand new. Oh yeah...it works great, too.&#128077;","[('condition', 0.0), ('lured', 0.0), ('bit', 0.0), ('used', 0.0), ('price', 0.0), ('tag', 0.0), ('excellent', 1.0), ('compared', 0.0), ('great', 0.8), ('brand', 0.0), ('new', 0.13636363636363635)]","[('excellent', 1.0)]","[('excellent', 1.0), ('great', 0.8), ('new', 0.13636363636363635)]",[0.48409090909090913],Positive,Positive
298,"I love that this headset stays firmly on the head with the band and firmly on the ear with just the ear piece.  The sound quality is great, and the ability to mute the mic is the main reason I bought this.  The mute switch is in a convenient place and has a nice clip to attach to your shirt.  The only reason I give this 4 stars instead of 5 is because I have had a lot of people tell me I sound somewhat distorted when talking on it.  Usually I can make it better by adjusting the mic veryolume (another nice feature) or by moving the mic away from my mouth.  Overall good purchase for the money.","[('sound', 0.4), ('piece', 0.0), ('switch', 0.0), ('tell', 0.0), ('bought', 0.0), ('feature', 0.0), ('good', 0.7), ('place', 0.0), ('attach', 0.0), ('nice', 0.6), ('convenient', 0.0), ('make', 0.0), ('mouth', 0.0), ('love', 0.5), ('great', 0.8), ('head', 0.0), ('lot', 0.0), ('people', 0.0), ('reason', 0.0), ('clip', 0.0), ('quality', 0.0), ('better', 0.5), ('overall', 0.0), ('give', 0.0), ('purchase', 0.0)]","[('great', 0.8)]","[('love', 0.5), ('nice', 0.6), ('good', 0.7), ('better', 0.5), ('great', 0.8)]",[0.51666666666666661],Positive,Positive
299,"I have been using one of these for years!  I replace it with a new one when the old one wears out.  The mic is always strong enough to pick up my veryoice, and I never have complaints about people not being able to hear me.  The ear-pad is comfy, and I occasionally forget I have this on.  The best part is the adjustable amplifier - if I have distortion from the sound out of my cell phone, I can increase or decrease both the output from the cell phone itself and the amplifier on the headset, and I usually can maximize the sound and minimize distortion.  I do not have to hold anything with my hand to get the conversation through.","[('pad', 0.0), ('old', 0.1), ('part', 0.0), ('decrease', 0.0), ('sound', 0.4), ('forget', 0.0), ('get', 0.0), ('increase', 0.0), ('best', 1.0), ('hold', 0.0), ('pick', 0.0), ('able', 0.5), ('come', 0.0), ('strong', 0.4333333333333333), ('occasionally', 0.0), ('output', 0.0), ('people', 0.0), ('hand', 0.0), ('hear', 0.0), ('new', 0.13636363636363635)]","[('best', 1.0)]","[('able', 0.5), ('best', 1.0), ('strong', 0.4333333333333333), ('new', 0.13636363636363635)]",[0.41393939393939394],Positive,Positive
